Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"16/03/2021","11 ARDOON, UPPER SALTHILL, GALWAY","","Galway","€90,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","11 Maydenhayes Glen, Mornington","","Meath","€263,876.65","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","115 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17","Dublin 17","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","12 AWBEG, RIVERVALLEY, MALLOW","","Cork","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","12 THE LINKS, PORTNABLAGH, DUNFANAGHY","","Donegal","€178,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","12 THE OAT HOUSE, BAKERS YARD, DUBLIN 1","Dublin 1","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","121 SHINGAN, MILEHOUSE RD, WEXFORD","","Wexford","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","124 BALLIN RI, COLLINS LANE, TULLAMORE","","Offaly","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","13 LAUREL COURT, CHERRYMOUNT, WATERFORD","","Waterford","€81,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","13 LIFFEY WALK, LIFFEY ST, DUBLIN 1","Dublin 1","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","13 ORCHARD COURT, BALLINA, CO MAYO","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","13 ST MARYS RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","13 THORNFIELD, ALANDALE, ASHBOURNE AVE","","Limerick","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","130 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€880,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","14 BARRINGTON COURT, NORTH CIRCULAR ROAD, LIMERICK","","Limerick","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","14 KNOCKMAREE, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€388,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","157 GLASNEVIN AVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€472,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","16  DROIMNIN, STRADBALLY, COUNTY LAOIS","","Laois","€149,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","16 FAIRHAVEN CLOSE, CASTLEKNOCK, DUBLIN15","Dublin 15","Dublin","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","16 MAC REGOL COURT, SCURRAGH, BIRR","","Offaly","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","16 St. Pancras House, Mount Tallant Avenue","Dublin 6w","Dublin","€525,000.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","17  SPRINGFIELD, MULLINGAR, CO WESTMEATH","","Westmeath","€139,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","17 Ardoughan Woods, Ballina","","Mayo","€176,210.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","17 MOORE BAY, KILKEE, CLARE","","Clare","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","18 HAWTHORN DR, KILMINCHY, PORTLAOISE","","Laois","€140,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","18 OAKLAND PARK APT 1, SANDYMOUNT, DUBLIN 4","","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","185 Shanowen, Rathcormac, Co. Cork","","Cork","€169,603.52","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","19 ASSUMPTION PLACE, COBH, CORK","","Cork","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","19 GROSVENOR PLACE, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€1,320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","19 NORWOOD PARK, CORK, CORK","","Cork","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","196 CHARLESLAND COURT, GREYSTONES, CO WICKLOW","","Wicklow","€426,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","2 CHARLES ST, CASTLEBAR, MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","2 DRINAGHAN MORE, KILGLASS, SLIGO","","Sligo","€113,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","2 LIOS MHUIRE, CLOGHEEN, CAHIR","","Tipperary","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","2 LOGANS BRIDGE, MOUNTSHANNON, CLARE","","Clare","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","20 LARKFIELD PARK, KIMMAGE, DUBLIN 6W","","Dublin","€384,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","20 MANOR GROVE, KINLOUGH, LEITRIM","","Leitrim","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","20 SLIEVEBLOOM PARK, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","204 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","20/21 ARBUTUS PLACE, DUBLIN 8","","Dublin","€550,661.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","21  The Courtyard, Bundoran","","Donegal","€123,348.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","21 ARDEN HEIGHTS, TULLAMORE, OFFALY","","Offaly","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","211 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€1,440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","22 CLOIS DEALGA, SALTOWN, DUNDALK","","Louth","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","23 CLADDAGH ROAD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€239,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","23 SEAVIEW HEIGHTS, RATHNEW, CO WICKLOW","","Wicklow","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","23 THE PARK, BALBRIGGAN ST, SKERRIES","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","24 ST EITHNE ROAD, CABRA, DUBLIN 7","Dublin 7","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","24 THE BARRINGTON, BLOCK 6A, LANDSDOWNE PLACE","Dublin 4","Dublin","€1,696,035.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","25 ARD MHUIRE, CARRICK ON SUIR, CO TIPPERARY","","Tipperary","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","25 ASKEA LAWNS, TULLOW RD, CARLOW","","Carlow","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","25 ST ALBANS, BATTERY ROAD, LONGFORD","","Longford","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","272 QUAIL RUN, MARYBOROUGH VILLAGE, PORTLAOISE","","Laois","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","28 BUNHOLVIL, BUNDORAN, DONEGAL","","Donegal","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","28 LUTTRELLSTOWN AVE, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€501,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","28 SUMMERSEAT DR, CLONEE, MEATH","","Meath","€259,222.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","29 ASHGROVE PARK, NAAS, CO KILDARE","","Kildare","€266,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","29 MCCORMACK EST, CASTLEBAR, MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","29 WOODVIEW LAWN, SALEEN, MIDLETON","","Cork","€311,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","3 CARRIGMORE GARDENS, FORTUNESTOWN LANE, SAGGART","Dublin 24","Dublin","€272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","3 CLASH RD, LITTLE ISLAND, CORK","","Cork","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","3 FLEMINGS COURT, YOUGHAL, CO CORK","","Cork","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","3 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24","Dublin 24","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","3 Martello, Rushbrooke, Cobh","","Cork","€255,506.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","3 MOUNTAIN VIEW, BALLINDAGGIN, CO WEXFORD","","Wexford","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","31 MIMOSA HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18","Dublin 18","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","31 TOURNORE COURT, ABBEYSIDE, DUNGARVAN","","Waterford","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","32 CASCADE PARK, OLD BRIDGE, CLONMEL","","Tipperary","€118,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","32 CLUAIN ARD, FEDAMORE, LIMERICK","","Limerick","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","32 RUSHBROOK DR, TEMPLEOGUE, DUBLIN 6W","","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","34 ELTON CT, LEIXLIP, KILDARE","","Kildare","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","34 SILLOGEGARDENS, BALLYMUN, DUBLIN","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","35 GLENBAWN, CASTLECOMER RD, KILKENNY","","Kilkenny","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","35 SUMMERHILL, STRADBALLY RD, PORTLAOISE","","Laois","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","35 THE PAVILLION APTS, MARINE RD, DUN LAOGHAIRE","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","35 UNIVERSITY COURT, CASTLETROY, LIMERICK","","Limerick","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","36  COIS NA HABHAINN, BALLYGADDY ROAD, TUAM","","Galway","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","37 MAPLE LAWN, FATHER MEEHAN PLACE, CASTLEBAR","","Mayo","€102,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","38 CHANCERY PARK, TULLAMORE, OFFALY","","Offaly","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","38 CUIRT NA HABHAINN, CLAREGALWAY, GALWAY","","Galway","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","38B GARDEN CITY, GOREY, CO WEXFORD","","Wexford","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","39 GREEN FORT AVE, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","39 LIOS NA GREINE, SOUTH DOUGLAS RD, CORK","","Cork","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","4 KINSELLA HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","41 BRACKVOAN, BRUFF, LIMERICK","","Limerick","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","41 The Heights, Barnhall Meadows, Leixlip","","Kildare","€266,519.82","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","43 FINGLAS PK, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","43 THE PARK, MARTELLO VILLAGE, DROGHEDA","","Louth","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","44 CHURCHWELL RD, BELMAYNE, BALGRIFFIN DUBLIN 13","Dublin 13","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","44 MARTELLO VILLAGE, DUBLIN RD, DROGHEDA","","Louth","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","48 SUMMERVILLE AVE, NEWTOWN, WATERFORD","","Waterford","€830,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","49 DRYNAM VIEW, DRYNAM HALL, KINSEALY","","Dublin","€172,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","5 MANOR BROOK, KNOCK RD, BALLYHAUNIS","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","5 OWENMORE PADDOCKS, BALLINACARROW, CO. SLIGO","","Sligo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","5 St. Joseph's Grove, Clonsilla, Dublin 15","","Dublin","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","5 The Heritage, Blackabbey Road, Adare","","Limerick","€678,414.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","5 WILLIS PLACE, OLD YOUGHAL ROAD, CORK CITY","","Cork","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","52 CASTLEWOOD GARDENS, POLLERTON, CARLOW","","Carlow","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","54A MONALOE PARK RD, BLACKROCK, DUBLIN","","Dublin","€670,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","55 LANESBOROUGH COURT, ST MARGARETS RD, FINGLAS DUBLIN 11","Dublin 11","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","56 DUN DARRACH, DUBLIN ROAD, LONGFORD","","Longford","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","57 ARDILAUN HEIGHTS, MULLINGAR, WESTMEATH","","Westmeath","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","57 TUDOR VALE, ORANMORE, GALWAY","","Galway","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","6 LEOPARDSTOWN OAKS, LEOPARDSTOWN, BLACKROCK","","Dublin","€782,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","6 ORCHARD TERRACE, GRANGEGORMAN UPPER, DUBLIN 7","Dublin 7","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","6 STOCKING WOOD MANOR, STOCKING WOOD, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","6 THE DRIVE, TEMPLE MANOR, CELBRIDGE","","Kildare","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","61 Abbottfield, Ballinagappa Road, Clane","","Kildare","€246,696.03","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","61 GLENDOWER COURT, BALLINCOLLIG, CORK","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","62 HOLMWOOD, CABINTEELY, DUBLIN 18","Dublin 18","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","65 BARRYMORE AVE, COBH, CO CORK","","Cork","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","65 THE LAWN, COOLROE MEADOWS, BALLINCOLLIG","","Cork","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","66 GLENFORT, POUND RD, CASTLEBAR","","Mayo","€128,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","7 COLLEGE COURT, MOUNTRATH RD, PORTLAOISE","","Laois","€134,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","7 GLENVIEW HEIGHTS, MULLINGAR, WESTMEATH","","Westmeath","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","7 THE COURTYARD, HEADSTOWN CASTLETOWN, NAVAN","","Meath","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","7 WASHINGTON COURT, ANNE ST, CORK CITY","","Cork","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","71 FAIRWAY HEIGHTS, THE KERRIES, TRALEE","","Kerry","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","75 HADDINGTON RD, DUBLIN","Dublin 4","Dublin","€1,210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","8 CHURCHTOWN CLOSE, MILLTOWN, DUBLIN 14","Dublin 14","Dublin","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","8 SAPPHIRE, THE GRANGE BREWERY ROAD, STILLORGAN","","Dublin","€442,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","8 St. Pancras House, Mount Tallant Avenue, Terenure","Dublin 6w","Dublin","€427,313.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","82 GARRAN ARD, DOUGHISKA, GALWAY","","Galway","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","82 GLENMORE WOOD, MULLINGAR, WESTMEATH","","Westmeath","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","84 RUSSELL COURT, BALLYKEEFFE, LIMERICK","","Limerick","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","86 MANOR VILLAGE, WESTPORT RD, CASTLEBAR","","Mayo","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","89 CONEY MEADOWS, CONEYBORO, ATHY","","Kildare","€224,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 BARROWMILLS, GRAIGUECULLEN, CARLOW","","Carlow","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 FRIARY DOWNS, PARK RD, KILLARNEY","","Kerry","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 LIME TREE AVE, KILMINCHY, PORTLAOISE","","Laois","€169,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 MERRION GROVE, BOOTERSTOWN, DUBLIN","","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 NEWCASTLE MANOR SQUARE, NEWCASTLE, DUBLIN 22","Dublin 22","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 PENROSE HOUSE, PENROSE LANE, WATERFORD CITY","","Waterford","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","9 THE GROVE, KINGSWOOD HEIGHTS, TALLAGHT","","Dublin","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","97 DRYNAM DR, KETTLES LANE, KINSEALY","","Dublin","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","APT 4   BLOCK B, SHANNON COVE, DROMOD","","Leitrim","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","APT. 49  AISLING, SHANAWAY ROAD, ENNIS","","Clare","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","ARD MHUIRE, TIVOLI, CORK","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","BALLARD, MILLCOVE, CASTLETOWNBERE","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","BALLYLEE, PETERSWELL, GALWAY","","Galway","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","BLOCK 18 APT 4, PRIORY HALL, HOLE IN THE WALL ROAD","Dublin 13","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CHURCH STREET, BALLINAKILL, CO LAOIS","","Laois","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CHURCHVIEW, GURTEEN, SLIGO","","Sligo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CLOGHBRACK UPPER, CLONBUR, GALWAY","","Galway","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CLONMOYLAN, BALLYSHRULE, PORTUMNA","","Galway","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CORMACKSTOWN, HOLYCROSS, THURLES","","Tipperary","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","CROSSCOOL HARBOUR, BLESSINGTON, COUNTY WICKLOW","","Wicklow","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","E5 CHERRYDALE COURT, LIMERICK","","Limerick","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","EGOOL, KILMOVEE, MAYO","","Mayo","€45,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","ESTE POULSACK, BALLYBOGGAN LOWER, CASTLEBRIDGE","","Wexford","€312,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","FENNELLS BAY COTTAGE, FENNELLS BAY, MYRTLEVILLE","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","FOILNAMUCK, BALLYDEHOB, CORK","","Cork","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","GALBALLY BALLYHOGUE, ENNISCORTHY, WEXFORD","","Wexford","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","GLENCUTTANE, KILGOBNET, BEAUFORT","","Kerry","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","GREENANE HALL, CAPPANACUSH WEST GREENAN, TEMPLENOE","","Kerry","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","HARP RD, RATHDOWNEY, LAOIS","","Laois","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","KILCANAVEE, KILMACTHOMAS, CO WATERFORD","","Waterford","€80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","KILFINNAN, GLANDORE, CORK","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","KILTALE, DUNSANY, MEATH","","Meath","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","KILVICADOWNING, VENTRY, TRALEE","","Kerry","€66,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","KNOCK NA GREINE, FURBO, GALWAY","","Galway","€492,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","MEENALEENAGHAN, GLENTIES, LIFFORD","","Donegal","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","MULLAGHNAMEELY, FENAGH, BALLINAMORE","","Leitrim","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","NAOMH BREANDAIN, SYDENHAM VILLAS, DUNDRUM DUBLIN 14","Dublin 14","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","No 8 Cluain Airne, Glebe, Letterkenny","","Donegal","€265,000.00","No","Yes","New Dwelling house /Apartment",""
"16/03/2021","NO. 4 THE CROFTON, GEORGES PLACE, DUN LAOGHAIRE","","Dublin","€343,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","PAROCHIAL HOUSE, KILCOMERAGH, MAHONBRIDGE","","Waterford","€317,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","PARSONTOWN, CARBURY, KILDARE","","Kildare","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","RATHLEE, EASKEY, COUNTY SLIGO","","Sligo","€66,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","REANARIEE, MACROOM, CORK","","Cork","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","ROBERT STREET, MITCHELSTOWN, COUNTY CORK","","Cork","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","THE CHURCH, SNAVE, BALLYLICKEY","","Cork","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","THE COTTAGE, LOUGHNAGIN, LETTERKENNY","","Donegal","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","TUBBER, MOATE, CO.OFFALY","","Offaly","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","UPPER COOLBAWN, CASTLECOMER, CO KILKENNY","","Kilkenny","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2021","WOODLANDS, DUNTAHEEN RD, FERMOY","","Cork","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/03/2021","61 CATHEDRAL RD, CORK, CORK","","Cork","€157,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","1 ROCKFIELD AVE, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","€670,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","1 ST JOSEPHS TERRACE, CARRICKMACROSS, MONAGHAN","","Monaghan","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","1 TWIN OAKS, CHURCH LANE, GREYSTONES","","Wicklow","€923,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","105 BLACKHALL COURT, BLACKHALL PLACE, DUBLIN 7","Dublin 7","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","11 TIR CONNELL AVE, WATERFORD, WATERFORD","","Waterford","€178,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","111 ROSEMOUNT, THURLES, TIPPERARY","","Tipperary","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","12 MARSHAM COURT, STILLORGAN, DUBLIN","","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2021","12 ORANHILL RD, ORANHILL, ORANMORE","","Galway","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
